statistic_yyy,site_id,village,household_ordinary_total,household_business_total,household_single_total,household_ordinary_m,household_business_m,household_single_m,household_ordinary_f,household_business_f,household_single_f,district_code,year_ad
110,臺北市萬華區,富福里,1200,0,1985,1919,0,1294,1905,0,691,63000070010,2021
110,臺北市萬華區,忠德里,1130,0,689,1860,0,350,1895,0,339,63000070022,2021
110,臺北市萬華區,忠貞里,1140,0,1101,1662,0,459,1819,0,642,63000070034,2021
110,臺北市萬華區,新和里,2108,0,1251,3200,0,592,3477,0,659,63000070014,2021
110,臺北市萬華區,新安里,1467,0,1140,2287,0,545,2399,0,595,63000070021,2021
110,臺北市萬華區,新忠里,832,0,733,1182,0,342,1398,0,391,63000070013,2021
110,臺北市萬華區,新起里,1577,0,1643,2315,0,762,2573,0,881,63000070004,2021
110,臺北市萬華區,日善里,910,0,496,1529,0,248,1582,0,248,63000070020,2021
110,臺北市萬華區,日祥里,1534,0,1200,2285,0,576,2398,0,624,63000070033,2021
110,臺北市萬華區,柳鄉里,1198,0,875,1986,0,451,2096,0,424,63000070019,2021
110,臺北市萬華區,榮德里,867,0,499,1515,0,265,1492,0,234,63000070029,2021
110,臺北市萬華區,福星里,1210,0,1494,1812,0,675,1938,0,819,63000070001,2021
110,臺北市萬華區,福音里,892,0,958,1372,0,465,1443,0,493,63000070008,2021
110,臺北市萬華區,糖廍里,1267,1,992,2125,10,493,2077,4,499,63000070015,2021
110,臺北市萬華區,綠堤里,1053,0,664,1674,0,307,1820,0,357,63000070017,2021
110,臺北市萬華區,興德里,1107,0,634,1923,0,323,1972,0,311,63000070031,2021
110,臺北市萬華區,菜園里,1437,0,1395,2308,0,682,2302,0,713,63000070005,2021
110,臺北市萬華區,華中里,1466,0,944,2436,0,445,2545,0,499,63000070032,2021
110,臺北市萬華區,華江里,1998,1,1246,3359,11,601,3494,6,645,63000070018,2021
110,臺北市萬華區,萬壽里,690,0,1124,978,0,538,1040,0,586,63000070002,2021
110,臺北市萬華區,西門里,820,0,1152,1082,0,540,1299,0,612,63000070003,2021
110,臺北市萬華區,銘德里,1156,0,650,1840,0,312,1946,0,338,63000070028,2021
110,臺北市萬華區,錦德里,1346,0,838,2168,0,409,2373,0,429,63000070025,2021
110,臺北市萬華區,雙園里,1134,0,747,1871,0,380,1907,0,367,63000070012,2021
110,臺北市萬華區,青山里,1334,0,1467,2062,0,723,2179,0,744,63000070006,2021
110,臺北市萬華區,頂碩里,1676,0,1238,2720,0,659,2805,0,579,63000070011,2021
110,臺北市萬華區,騰雲里,762,0,572,1141,0,248,1228,0,324,63000070036,2021
111,臺北市中山區,下埤里,1815,0,1188,2837,0,530,3164,0,658,63000040027,2022
111,臺北市中山區,中原里,1206,1,1069,1778,9,479,1987,20,590,63000040031,2022
111,臺北市中山區,中吉里,1452,0,908,2198,0,401,2460,0,507,63000040030,2022
111,臺北市中山區,中央里,908,0,702,1368,0,317,1543,0,385,63000040033,2022
111,臺北市中山區,中山里,1422,0,2436,1854,0,898,2228,0,1538,63000040006,2022
111,臺北市中山區,中庄里,1171,0,1116,1728,0,509,1912,0,607,63000040023,2022
111,臺北市中山區,劍潭里,935,0,483,1472,0,245,1629,0,238,63000040013,2022
111,臺北市中山區,力行里,1476,0,1296,2199,0,560,2443,0,736,63000040039,2022
111,臺北市中山區,北安里,654,0,365,1019,0,159,1090,0,206,63000040042,2022
111,臺北市中山區,圓山里,942,0,1013,1401,0,409,1603,0,604,63000040012,2022
111,臺北市中山區,埤頭里,756,0,740,1153,0,330,1212,0,410,63000040037,2022
111,臺北市中山區,大佳里,267,0,161,465,0,111,435,0,50,63000040017,2022
111,臺北市中山區,大直里,2326,0,1124,3574,0,494,3974,0,630,63000040014,2022
111,臺北市中山區,康樂里,556,0,966,706,0,345,834,0,621,63000040005,2022
111,臺北市中山區,復華里,1106,0,1032,1598,0,421,1874,0,611,63000040040,2022
111,臺北市中山區,恆安里,1114,0,1630,1459,0,632,1775,0,998,63000040010,2022
111,臺北市中山區,成功里,1722,0,1027,2606,0,400,2926,0,627,63000040015,2022
111,臺北市中山區,新喜里,1242,0,846,1889,0,375,2121,0,471,63000040018,2022
111,臺北市中山區,新庄里,1187,0,958,1753,0,400,1916,0,558,63000040019,2022
111,臺北市中山區,新生里,1062,0,1025,1610,0,424,1766,0,601,63000040022,2022
111,臺北市中山區,新福里,1201,0,1024,1780,0,452,2029,0,572,63000040020,2022
111,臺北市中山區,晴光里,1208,0,1734,1555,0,661,1926,0,1073,63000040011,2022
111,臺北市中山區,朱園里,1053,0,1161,1504,0,462,1723,0,699,63000040036,2022
111,臺北市中山區,朱崙里,704,1,753,980,1,312,1157,0,441,63000040038,2022
111,臺北市中山區,朱馥里,1388,0,1093,2129,0,445,2393,0,648,63000040034,2022
111,臺北市中山區,松江里,1509,0,986,2426,0,418,2675,0,568,63000040021,2022
111,臺北市中山區,正守里,797,0,655,1234,0,309,1300,0,346,63000040001,2022
111,臺北市中山區,正得里,755,0,1264,1015,0,509,1190,0,755,63000040003,2022
111,臺北市中山區,正義里,1125,0,1690,1503,0,662,1796,0,1028,63000040002,2022
111,臺北市中山區,民安里,1041,0,1017,1525,0,459,1698,0,558,63000040004,2022
111,臺北市中山區,永安里,2440,0,1329,3620,0,587,4175,0,742,63000040016,2022
111,臺北市中山區,江寧里,1689,0,1134,2581,0,495,2855,0,639,63000040028,2022
111,臺北市中山區,江山里,1837,0,1206,2805,0,540,3085,0,666,63000040029,2022
111,臺北市中山區,聚盛里,860,0,1491,1089,0,569,1310,0,922,63000040007,2022
111,臺北市中山區,聚葉里,884,0,1110,1226,0,478,1424,0,632,63000040009,2022
111,臺北市中山區,興亞里,1286,0,1291,1858,0,546,2160,0,745,63000040032,2022
111,臺北市中山區,行仁里,1898,0,1072,3045,0,515,3446,0,557,63000040025,2022
111,臺北市中山區,行孝里,1084,0,711,1717,0,323,1797,0,388,63000040026,2022
111,臺北市中山區,行政里,1546,0,2209,2328,0,1261,2451,0,948,63000040024,2022
111,臺北市中山區,金泰里,2061,0,1388,3151,0,624,3381,0,764,63000040041,2022
111,臺北市中山區,集英里,1670,0,1669,2422,0,678,2825,0,991,63000040008,2022
111,臺北市中山區,龍洲里,1242,0,867,1751,0,375,2101,0,492,63000040035,2022
111,臺北市中正區,三愛里,2285,0,1229,3422,0,534,3976,0,695,63000050031,2022
111,臺北市中正區,光復里,964,0,928,1366,0,419,1509,0,509,63000050023,2022
111,臺北市中正區,南福里,3248,0,1544,4995,0,694,5268,0,850,63000050019,2022
111,臺北市中正區,南門里,762,0,307,1130,0,144,1283,0,163,63000050017,2022
111,臺北市中正區,富水里,653,0,357,993,0,189,1070,0,168,63000050002,2022
111,臺北市中正區,幸市里,1059,0,828,1544,0,367,1732,0,461,63000050027,2022
111,臺北市中正區,幸福里,1301,0,1567,1936,0,871,2082,0,696,63000050026,2022
111,臺北市中正區,廈安里,1310,0,575,1958,0,293,2223,0,282,63000050015,2022
111,臺北市中正區,建國里,485,0,287,697,0,123,814,0,164,63000050022,2022
111,臺北市中正區,忠勤里,1426,0,1471,2051,0,719,2273,0,752,63000050014,2022
111,臺北市中正區,愛國里,967,1,451,1380,1,198,1606,1,253,63000050016,2022
111,臺北市中正區,文北里,1442,0,839,2172,0,389,2457,0,450,63000050029,2022
111,臺北市中正區,文盛里,630,0,585,940,0,273,1011,0,312,63000050003,2022
111,臺北市中正區,文祥里,2181,0,940,3474,0,401,3703,0,539,63000050030,2022
111,臺北市中正區,新營里,2515,0,897,4045,0,433,4267,0,464,63000050021,2022
111,臺北市中正區,東門里,990,0,624,1452,0,315,1609,0,309,63000050028,2022
111,臺北市中正區,板溪里,794,0,794,1169,0,329,1285,0,465,63000050008,2022
111,臺北市中正區,林興里,1153,0,1017,1682,0,460,1887,0,557,63000050004,2022
111,臺北市中正區,梅花里,759,1,620,1082,1,268,1252,0,352,63000050025,2022
111,臺北市中正區,水源里,697,1,672,1046,1,283,1171,1,389,63000050001,2022
111,臺北市中正區,永功里,1564,0,1029,2459,0,472,2536,0,557,63000050011,2022
111,臺北市中正區,永昌里,1114,0,855,1715,0,444,1896,0,411,63000050012,2022
111,臺北市中正區,河堤里,1069,0,879,1560,0,402,1734,0,477,63000050005,2022
111,臺北市中正區,網溪里,1365,0,1145,1970,0,508,2262,0,637,63000050007,2022
111,臺北市中正區,螢圃里,1338,0,1150,1974,0,516,2104,0,634,63000050009,2022
111,臺北市中正區,螢雪里,991,0,794,1518,0,367,1663,0,427,63000050010,2022
111,臺北市中正區,頂東里,1390,0,1418,1966,0,618,2221,0,800,63000050006,2022
111,臺北市中正區,黎明里,839,1,760,1168,28,371,1324,0,389,63000050024,2022
111,臺北市中正區,龍光里,908,0,407,1446,0,206,1528,0,201,63000050018,2022
111,臺北市中正區,龍福里,1423,0,751,2210,0,308,2365,0,443,63000050020,2022
111,臺北市中正區,龍興里,1036,1,448,1535,1,199,1735,0,249,63000050013,2022
111,臺北市信義區,三張里,2093,0,1480,3206,0,696,3492,0,784,63000020030,2022
111,臺北市信義區,三犁里,1269,0,891,1979,0,399,2165,0,492,63000020031,2022
111,臺北市信義區,中坡里,1058,0,614,1656,0,311,1793,0,303,63000020024,2022
111,臺北市信義區,中興里,748,0,917,995,0,375,1229,0,542,63000020004,2022
111,臺北市信義區,中行里,1902,0,1069,3087,0,536,3244,0,533,63000020025,2022
111,臺北市信義區,五全里,1121,0,787,1761,0,346,1966,0,441,63000020013,2022
111,臺北市信義區,五常里,866,0,574,1336,0,288,1491,0,286,63000020012,2022
111,臺北市信義區,六合里,1612,0,1158,2490,0,508,2679,0,650,63000020032,2022
111,臺北市信義區,六藝里,891,0,498,1503,0,252,1614,0,246,63000020010,2022
111,臺北市信義區,嘉興里,741,0,543,1115,0,236,1280,0,307,63000020037,2022
111,臺北市信義區,四維里,1281,0,858,1904,0,388,2189,0,470,63000020017,2022
111,臺北市信義區,四育里,1282,0,878,2047,0,452,2197,0,426,63000020016,2022
111,臺北市信義區,國業里,1958,0,969,3080,0,437,3312,0,532,63000020020,2022
111,臺北市信義區,大仁里,1377,0,1669,2089,0,949,2261,0,720,63000020027,2022
111,臺北市信義區,大道里,1430,0,963,2250,0,445,2417,0,518,63000020026,2022
111,臺北市信義區,安康里,2686,1,1677,4175,2,723,4539,0,954,63000020009,2022
111,臺北市信義區,富台里,1103,0,959,1676,0,386,1815,0,573,63000020019,2022
111,臺北市信義區,廣居里,1914,0,1137,2948,0,476,3260,0,661,63000020008,2022
111,臺北市信義區,惠安里,1516,0,990,2377,0,458,2588,0,532,63000020029,2022
111,臺北市信義區,敦厚里,1208,0,1014,1858,0,410,1994,0,604,63000020007,2022
111,臺北市信義區,新仁里,809,0,538,1197,0,236,1342,0,302,63000020005,2022
111,臺北市信義區,景勤里,909,0,705,1441,0,305,1471,0,400,63000020035,2022
111,臺北市信義區,景新里,1228,0,873,1866,0,355,2142,0,518,63000020028,2022
111,臺北市信義區,景聯里,1095,0,774,1611,0,343,1867,0,431,63000020034,2022
111,臺北市信義區,松光里,1150,0,899,1756,0,419,1904,0,480,63000020023,2022
111,臺北市信義區,松友里,1697,0,833,2764,0,360,2996,0,473,63000020022,2022
111,臺北市信義區,松隆里,523,0,350,834,0,178,894,0,172,63000020021,2022
111,臺北市信義區,正和里,1140,0,725,1678,0,282,1896,0,443,63000020002,2022
111,臺北市信義區,永吉里,876,0,534,1562,0,279,1598,0,255,63000020014,2022
111,臺北市信義區,永春里,1158,0,837,1860,0,406,1958,0,431,63000020018,2022
111,臺北市信義區,泰和里,1840,0,1327,2835,0,594,3135,0,733,63000020033,2022
111,臺北市信義區,興隆里,623,0,496,918,0,224,1014,0,272,63000020003,2022
111,臺北市信義區,興雅里,1330,0,1073,1982,0,496,2179,0,577,63000020006,2022
111,臺北市信義區,西村里,1128,0,649,1658,0,286,1895,0,363,63000020001,2022
111,臺北市信義區,長春里,976,0,696,1601,0,315,1655,0,381,63000020015,2022
111,臺北市信義區,雅祥里,1182,1,917,1874,0,439,2008,1,478,63000020011,2022
111,臺北市信義區,雙和里,1758,0,1159,2739,0,495,2909,0,664,63000020036,2022
111,臺北市信義區,黎安里,413,1,440,696,1,142,684,0,298,63000020041,2022
111,臺北市信義區,黎平里,1681,0,1235,2507,0,528,2812,0,707,63000020039,2022
111,臺北市信義區,黎忠里,1166,0,793,1777,0,340,1959,0,453,63000020040,2022
111,臺北市信義區,黎順里,932,0,822,1403,0,363,1522,0,459,63000020038,2022
111,臺北市內湖區,五分里,2927,0,1163,4786,0,491,5218,0,672,63000100022,2022
111,臺北市內湖區,內湖里,1590,0,1342,2246,0,561,2589,0,781,63000100009,2022
111,臺北市內湖區,內溝里,1169,0,631,1906,0,317,1995,0,314,63000100025,2022
111,臺北市內湖區,南湖里,1624,0,603,2504,0,235,2774,0,368,63000100040,2022
111,臺北市內湖區,大湖里,1396,0,753,2126,0,304,2342,0,449,63000100012,2022
111,臺北市內湖區,安泰里,1403,0,665,2288,0,303,2355,0,362,63000100033,2022
111,臺北市內湖區,安湖里,2042,0,641,3415,0,291,3687,0,350,63000100031,2022
111,臺北市內湖區,寶湖里,2607,0,1741,3862,0,780,4144,0,961,63000100039,2022
111,臺北市內湖區,康寧里,2434,0,700,4010,0,320,4389,0,380,63000100035,2022
111,臺北市內湖區,明湖里,1561,0,437,2511,0,202,2769,0,235,63000100036,2022
111,臺北市內湖區,東湖里,2090,0,1006,3388,0,491,3665,0,515,63000100023,2022
111,臺北市內湖區,樂康里,2097,0,920,3413,0,426,3727,0,494,63000100024,2022
111,臺北市內湖區,清白里,2192,0,1570,3200,0,633,3518,0,937,63000100017,2022
111,臺北市內湖區,港墘里,1608,0,726,2487,0,302,2744,0,424,63000100005,2022
111,臺北市內湖區,港富里,2475,0,1121,3972,0,524,4265,0,597,63000100007,2022
111,臺北市內湖區,港華里,2551,0,879,4083,0,416,4594,0,463,63000100008,2022
111,臺北市內湖區,港都里,1537,0,639,2404,0,299,2627,0,340,63000100006,2022
111,臺北市內湖區,湖元里,1543,0,915,2338,0,456,2566,0,459,63000100030,2022
111,臺北市內湖區,湖濱里,2185,0,1149,3317,0,495,3717,0,654,63000100010,2022
111,臺北市內湖區,湖興里,2003,0,2175,2990,0,1166,3293,0,1009,63000100029,2022
111,臺北市內湖區,瑞光里,1155,0,611,1715,0,265,1990,0,346,63000100021,2022
111,臺北市內湖區,瑞陽里,1916,0,1188,2867,0,498,3203,0,690,63000100020,2022
111,臺北市內湖區,石潭里,1017,0,918,1477,0,421,1612,0,497,63000100028,2022
111,臺北市內湖區,碧山里,1850,0,910,2900,0,416,3152,0,494,63000100015,2022
111,臺北市內湖區,秀湖里,1559,0,858,2412,0,411,2621,0,447,63000100032,2022
111,臺北市內湖區,紫星里,2033,0,1038,3216,0,477,3492,0,561,63000100011,2022
111,臺北市內湖區,紫陽里,2039,0,1384,3198,0,600,3407,0,784,63000100019,2022
111,臺北市內湖區,紫雲里,1432,0,770,2253,0,351,2487,0,419,63000100016,2022
111,臺北市內湖區,葫洲里,2068,0,705,3243,0,301,3570,0,404,63000100018,2022
111,臺北市內湖區,蘆洲里,330,0,177,588,0,106,541,0,71,63000100037,2022
111,臺北市內湖區,行善里,1818,0,1212,2832,0,587,2992,0,625,63000100027,2022
111,臺北市內湖區,西安里,1634,0,921,2522,0,436,2787,0,485,63000100003,2022
111,臺北市內湖區,西康里,2391,0,1487,3664,0,618,4024,0,869,63000100002,2022
111,臺北市內湖區,西湖里,1728,0,1042,2674,0,478,2881,0,564,63000100001,2022
111,臺北市內湖區,週美里,2362,0,1674,3669,0,787,3974,0,887,63000100026,2022
111,臺北市內湖區,金湖里,2821,0,1124,4199,0,484,4741,0,640,63000100034,2022
111,臺北市內湖區,金瑞里,1816,0,869,2852,0,379,3108,0,490,63000100014,2022
111,臺北市內湖區,金龍里,1333,0,770,2116,0,359,2261,0,411,63000100013,2022
111,臺北市內湖區,麗山里,1593,0,763,2512,0,357,2790,0,406,63000100038,2022
111,臺北市北投區,一德里,1895,2,1023,3082,2,495,3277,1,528,63000120037,2022
111,臺北市北投區,中和里,1193,1,778,1868,23,358,2013,21,420,63000120030,2022
111,臺北市北投區,中央里,2080,0,1230,3253,0,581,3486,0,649,63000120022,2022
111,臺北市北投區,中庸里,1023,0,623,1581,0,294,1705,0,329,63000120028,2022
111,臺北市北投區,中心里,1540,0,1586,2250,0,648,2493,0,938,63000120027,2022
111,臺北市北投區,八仙里,1337,1,802,2148,2,368,2291,1,434,63000120018,2022
111,臺北市北投區,吉利里,1921,0,738,3039,0,312,3410,0,426,63000120013,2022
111,臺北市北投區,吉慶里,1405,0,497,2274,0,218,2487,0,279,63000120014,2022
111,臺北市北投區,大同里,1380,0,839,2184,0,393,2309,0,446,63000120024,2022
111,臺北市北投區,大屯里,296,0,144,580,0,85,508,0,59,63000120041,2022
111,臺北市北投區,奇岩里,2836,0,1858,4476,0,822,4707,0,1036,63000120020,2022
111,臺北市北投區,尊賢里,1295,0,506,2061,0,231,2338,0,275,63000120015,2022
111,臺北市北投區,建民里,1107,0,746,1700,0,356,1870,0,390,63000120001,2022
111,臺北市北投區,振華里,1969,0,923,3058,0,438,3416,0,485,63000120008,2022
111,臺北市北投區,文化里,1097,0,527,1715,0,240,1757,0,287,63000120033,2022
111,臺北市北投區,文林里,1071,0,684,1713,0,318,1798,0,366,63000120002,2022
111,臺北市北投區,智仁里,1517,0,787,2451,0,343,2682,0,444,63000120031,2022
111,臺北市北投區,東華里,1195,1,466,1932,1,217,2116,0,249,63000120012,2022
111,臺北市北投區,林泉里,706,0,736,1047,0,369,1088,0,367,63000120026,2022
111,臺北市北投區,桃源里,1533,0,846,2460,0,419,2554,0,427,63000120036,2022
111,臺北市北投區,榮光里,2008,0,771,3255,0,362,3566,0,409,63000120005,2022
111,臺北市北投區,榮華里,1908,0,1028,2932,0,436,3262,0,592,63000120006,2022
111,臺北市北投區,永和里,2427,0,1345,3760,0,608,4104,0,737,63000120009,2022
111,臺北市北投區,永明里,1324,1,537,2093,2,232,2357,1,305,63000120011,2022
111,臺北市北投區,永欣里,2272,1,1361,3227,3,554,3645,3,807,63000120010,2022
111,臺北市北投區,泉源里,547,0,317,994,0,186,956,0,131,63000120039,2022
111,臺北市北投區,洲美里,643,0,255,1099,0,119,1108,0,136,63000120019,2022
111,臺北市北投區,清江里,2238,0,2235,3532,0,1295,3674,0,940,63000120021,2022
111,臺北市北投區,湖山里,357,0,309,609,0,191,574,0,118,63000120040,2022
111,臺北市北投區,湖田里,218,0,157,376,0,103,338,0,54,63000120042,2022
111,臺北市北投區,溫泉里,1612,0,1121,2454,0,521,2749,0,600,63000120025,2022
111,臺北市北投區,石牌里,1294,0,781,1988,0,353,2238,0,428,63000120003,2022
111,臺北市北投區,福興里,1941,0,810,3070,0,366,3396,0,444,63000120004,2022
111,臺北市北投區,秀山里,800,0,399,1313,0,195,1413,0,204,63000120032,2022
111,臺北市北投區,稻香里,1352,0,901,2141,0,425,2208,0,476,63000120035,2022
111,臺北市北投區,立賢里,1522,0,542,2479,0,230,2683,0,312,63000120016,2022
111,臺北市北投區,立農里,2494,0,1074,3970,0,497,4427,0,577,63000120017,2022
111,臺北市北投區,裕民里,2011,0,1156,3095,0,508,3400,0,648,63000120007,2022
111,臺北市北投區,豐年里,1118,0,523,1852,0,248,1954,0,275,63000120034,2022
111,臺北市北投區,長安里,1450,1,1260,2187,0,535,2412,2,725,63000120023,2022
111,臺北市北投區,開明里,1674,0,982,2583,0,462,2828,0,520,63000120029,2022
111,臺北市北投區,關渡里,2737,1,1469,4458,200,669,4745,110,800,63000120038,2022
111,臺北市南港區,三重里,1955,0,1699,2939,0,754,3077,0,945,63000090004,2022
111,臺北市南港區,中南里,848,0,578,1415,0,294,1443,0,284,63000090002,2022
111,臺北市南港區,中研里,2393,0,1194,3890,0,599,4038,0,595,63000090017,2022
111,臺北市南港區,九如里,1605,0,873,2575,0,421,2778,0,452,63000090018,2022
111,臺北市南港區,仁福里,1434,0,780,2269,0,398,2357,0,382,63000090019,2022
111,臺北市南港區,南港里,1557,0,1356,2521,0,760,2551,0,596,63000090001,2022
111,臺北市南港區,合成里,1589,0,1109,2523,0,530,2648,0,579,63000090010,2022
111,臺北市南港區,成福里,1871,0,1072,2957,0,496,3199,0,576,63000090011,2022
111,臺北市南港區,新光里,904,0,626,1435,0,274,1582,0,352,63000090006,2022
111,臺北市南港區,新富里,934,0,617,1528,0,292,1610,0,325,63000090003,2022
111,臺北市南港區,東新里,1740,0,949,2924,0,444,3034,0,505,63000090005,2022
111,臺北市南港區,東明里,1498,0,993,2253,0,467,2381,0,526,63000090007,2022
111,臺北市南港區,玉成里,1155,0,845,1834,0,411,1899,0,434,63000090009,2022
111,臺北市南港區,百福里,1294,0,843,2083,0,371,2198,0,472,63000090014,2022
111,臺北市南港區,聯成里,1196,0,755,1857,0,373,2004,0,382,63000090015,2022
111,臺北市南港區,舊莊里,2245,0,1407,3600,0,699,3769,0,708,63000090016,2022
111,臺北市南港區,萬福里,1034,0,663,1634,0,303,1753,0,360,63000090012,2022
111,臺北市南港區,西新里,1127,0,659,1914,0,299,2008,0,360,63000090008,2022
111,臺北市南港區,重陽里,1558,0,1142,2315,0,501,2502,0,641,63000090020,2022
111,臺北市南港區,鴻福里,1100,0,652,1715,0,325,1974,0,327,63000090013,2022
111,臺北市士林區,三玉里,1467,1,718,2302,33,305,2567,0,413,63000110033,2022
111,臺北市士林區,仁勇里,909,0,678,1453,0,334,1612,0,344,63000110001,2022
111,臺北市士林區,公館里,311,0,224,545,0,136,549,0,88,63000110044,2022
111,臺北市士林區,前港里,1090,0,605,1813,0,288,1918,0,317,63000110010,2022
111,臺北市士林區,名山里,1804,0,827,2810,0,365,3253,0,462,63000110026,2022
111,臺北市士林區,天和里,1912,0,813,3084,0,387,3345,0,426,63000110039,2022
111,臺北市士林區,天壽里,1322,0,640,2054,0,266,2316,0,374,63000110038,2022
111,臺北市士林區,天山里,1798,0,872,2732,0,380,3127,0,492,63000110040,2022
111,臺北市士林區,天母里,1671,3,842,2659,15,349,2912,23,493,63000110042,2022
111,臺北市士林區,天玉里,2307,0,1162,3554,0,455,4002,0,707,63000110041,2022
111,臺北市士林區,天祿里,1333,0,618,2106,0,274,2357,0,344,63000110037,2022
111,臺北市士林區,天福里,1633,0,776,2580,0,327,2926,0,449,63000110036,2022
111,臺北市士林區,富光里,1496,0,711,2511,0,350,2671,0,361,63000110016,2022
111,臺北市士林區,富洲里,1459,0,1578,2296,0,866,2207,0,712,63000110024,2022
111,臺北市士林區,岩山里,879,0,394,1381,0,194,1542,0,200,63000110025,2022
111,臺北市士林區,平等里,330,0,214,616,0,126,622,0,88,63000110048,2022
111,臺北市士林區,後港里,1984,0,1098,3279,0,560,3460,0,538,63000110008,2022
111,臺北市士林區,德華里,1415,0,846,2202,0,355,2468,0,491,63000110028,2022
111,臺北市士林區,德行里,1093,0,802,1715,0,304,1816,0,498,63000110027,2022
111,臺北市士林區,忠誠里,1382,0,783,2133,0,339,2388,0,444,63000110030,2022
111,臺北市士林區,承德里,1343,0,985,2015,0,450,2284,0,535,63000110012,2022
111,臺北市士林區,新安里,423,0,308,733,0,159,747,0,149,63000110045,2022
111,臺北市士林區,明勝里,1194,0,731,1882,0,354,2009,0,377,63000110014,2022
111,臺北市士林區,東山里,1289,0,523,2153,0,236,2271,0,287,63000110032,2022
111,臺北市士林區,永倫里,1670,0,1095,2823,0,549,2819,0,546,63000110022,2022
111,臺北市士林區,永福里,283,2,170,490,5,87,504,18,83,63000110043,2022
111,臺北市士林區,溪山里,351,0,228,614,0,130,625,0,98,63000110049,2022
111,臺北市士林區,百齡里,1708,0,770,2866,0,387,3043,0,383,63000110011,2022
111,臺北市士林區,社園里,1800,0,835,3110,0,431,3162,0,404,63000110021,2022
111,臺北市士林區,社子里,1619,0,880,2713,0,441,2804,0,439,63000110019,2022
111,臺北市士林區,社新里,2203,0,1254,3745,0,628,3799,0,626,63000110020,2022
111,臺北市士林區,福中里,1702,0,835,2779,0,404,2988,0,431,63000110009,2022
111,臺北市士林區,福佳里,1898,0,1123,3080,0,514,3338,0,609,63000110007,2022
111,臺北市士林區,福安里,1215,0,877,2071,0,516,1963,0,361,63000110023,2022
111,臺北市士林區,福德里,1201,0,1656,1842,0,1000,1927,0,656,63000110004,2022
111,臺北市士林區,福志里,1849,0,1160,2931,0,483,3088,0,677,63000110005,2022
111,臺北市士林區,福林里,686,1,563,1105,0,273,1151,8,290,63000110003,2022
111,臺北市士林區,福華里,1511,0,1029,2364,0,488,2570,0,541,63000110013,2022
111,臺北市士林區,福順里,1323,0,828,2173,0,408,2258,0,420,63000110015,2022
111,臺北市士林區,義信里,753,0,612,1204,0,290,1265,0,322,63000110002,2022
111,臺北市士林區,翠山里,673,0,500,955,0,219,1081,0,281,63000110050,2022
111,臺北市士林區,聖山里,1333,0,604,2031,0,259,2312,0,345,63000110029,2022
111,臺北市士林區,臨溪里,691,0,475,1099,0,240,1131,0,235,63000110051,2022
111,臺北市士林區,舊佳里,1486,0,952,2279,0,445,2505,0,507,63000110006,2022
111,臺北市士林區,芝山里,1930,0,865,3103,0,380,3395,0,485,63000110031,2022
111,臺北市士林區,菁山里,341,0,241,682,0,154,596,0,87,63000110047,2022
111,臺北市士林區,葫東里,967,0,639,1663,0,286,1688,0,353,63000110018,2022
111,臺北市士林區,葫蘆里,1823,0,999,3036,0,438,3244,0,561,63000110017,2022
111,臺北市士林區,蘭興里,1612,0,833,2540,0,365,2851,0,468,63000110035,2022
111,臺北市士林區,蘭雅里,2201,0,1144,3482,0,474,3942,0,670,63000110034,2022
111,臺北市士林區,陽明里,627,3,795,1004,36,390,1024,34,405,63000110046,2022
111,臺北市大同區,保安里,1082,0,846,1661,0,417,1828,0,429,63000060026,2022
111,臺北市大同區,光能里,1258,0,788,2038,0,383,2208,0,405,63000060008,2022
111,臺北市大同區,南芳里,1027,0,731,1509,0,320,1758,0,411,63000060012,2022
111,臺北市大同區,國慶里,1179,0,766,1799,0,363,1973,0,403,63000060018,2022
111,臺北市大同區,國順里,681,0,477,1178,0,238,1147,0,239,63000060017,2022
111,臺北市大同區,大有里,1087,0,725,1744,0,372,1912,0,353,63000060009,2022
111,臺北市大同區,延平里,920,0,947,1376,0,443,1524,0,504,63000060010,2022
111,臺北市大同區,建功里,1096,0,994,1685,0,480,1891,0,514,63000060003,2022
111,臺北市大同區,建明里,744,0,735,1110,0,338,1244,0,397,63000060002,2022
111,臺北市大同區,建泰里,877,1,678,1359,16,321,1458,29,357,63000060004,2022
111,臺北市大同區,揚雅里,938,0,1435,1434,0,875,1382,0,560,63000060019,2022
111,臺北市大同區,斯文里,1143,0,1026,1760,0,517,1885,0,509,63000060020,2022
111,臺北市大同區,星明里,1466,0,1092,2299,0,457,2474,0,635,63000060007,2022
111,臺北市大同區,景星里,575,0,508,947,0,247,966,0,261,63000060014,2022
111,臺北市大同區,朝陽里,1010,0,969,1505,0,441,1659,0,528,63000060006,2022
111,臺北市大同區,民權里,1698,0,1049,2687,0,456,2906,0,593,63000060013,2022
111,臺北市大同區,永樂里,1248,0,995,1971,0,513,1998,0,482,63000060005,2022
111,臺北市大同區,玉泉里,649,0,561,1066,0,275,1116,0,286,63000060001,2022
111,臺北市大同區,老師里,1404,0,864,2283,0,437,2293,0,427,63000060024,2022
111,臺北市大同區,至聖里,1878,1,1502,2851,5,687,3075,10,815,63000060022,2022
111,臺北市大同區,蓬萊里,1225,0,895,1843,0,416,2039,0,479,63000060016,2022
111,臺北市大同區,鄰江里,1586,0,1008,2563,0,502,2653,0,506,63000060021,2022
111,臺北市大同區,重慶里,1658,1,973,2589,0,438,2862,11,535,63000060025,2022
