統計年,區域別,村里名稱,共同生活戶_戶數,共同事業戶_戶數,單獨生活戶_戶數,共同生活戶_男,共同事業戶_男,單獨生活戶_男,共同生活戶_女,共同事業戶_女,單獨生活戶_女
104,高雄市鳳山一,中正里,1260,0,611,1894,0,291,2092,0,320
104,高雄市鳳山一,瑞竹里,1612,0,635,2705,0,339,2784,0,296
104,高雄市鳳山一,忠義里,1423,0,712,2237,0,354,2430,0,358
104,高雄市鳳山一,誠義里,1124,0,556,1824,0,300,1851,0,256
104,高雄市鳳山一,新興里,598,0,972,948,0,666,849,0,306
104,高雄市鳳山一,海光里,964,1,379,1586,4,177,1641,2,202
104,高雄市鳳山一,忠誠里,968,0,466,1645,0,236,1652,0,230
104,高雄市鳳山一,東門里,1755,0,915,2741,0,444,2987,0,471
104,高雄市鳳山一,瑞興里,1595,0,610,2540,0,269,2775,0,341
104,高雄市鳳山一,鳳東里,1918,0,673,3167,0,338,3318,0,335
104,高雄市鳳山一,文德里,2578,0,1653,3940,0,750,4270,0,903
104,高雄市鳳山一,曹公里,625,0,329,974,0,171,1040,0,158
104,高雄市鳳山一,興仁里,1159,0,494,1925,0,211,2029,0,283
104,高雄市鳳山一,忠孝里,1820,1,812,2930,0,380,3104,1,432
104,高雄市鳳山一,生明里,619,0,306,1018,0,150,1036,0,156
104,高雄市鳳山一,和興里,1728,0,510,2916,0,281,3202,0,229
104,高雄市鳳山一,協和里,1132,0,515,1807,0,259,1951,0,256
104,高雄市鳳山一,文山里,1829,0,879,3113,0,436,3072,0,443
104,高雄市鳳山一,誠德里,718,0,292,1167,0,136,1282,0,156
104,高雄市鳳山一,三民里,319,0,150,536,0,61,539,0,89
104,高雄市鳳山一,北門里,1267,1,559,2184,2,286,2232,2,273
104,高雄市鳳山一,文華里,2788,0,1103,4427,0,521,4919,0,582
104,高雄市鳳山一,武松里,829,0,412,1384,0,202,1316,0,210
104,高雄市鳳山一,文衡里,1278,0,709,1962,0,286,2116,0,423
104,高雄市鳳山一,文福里,3019,0,1330,4795,0,608,5114,0,722
104,高雄市鳳山一,誠信里,669,0,299,999,0,145,1113,0,154
104,高雄市鳳山一,誠智里,832,0,467,1317,0,225,1425,0,242
104,高雄市鳳山二,鎮南里,1414,0,728,2365,0,385,2338,0,343
104,高雄市鳳山二,老爺里,2078,0,927,3498,0,484,3516,0,443
104,高雄市鳳山二,新甲里,932,0,340,1594,0,158,1641,0,182
104,高雄市鳳山二,武漢里,1469,0,663,2419,0,327,2513,0,336
104,高雄市鳳山二,正義里,1847,0,934,3127,0,464,3195,0,470
104,高雄市鳳山二,一甲里,988,0,452,1665,0,220,1695,0,232
104,高雄市鳳山二,福興里,1816,0,709,3117,0,372,3295,0,337
104,高雄市鳳山二,天興里,1071,0,445,1769,0,230,1865,0,215
104,高雄市鳳山二,新強里,1696,0,575,2892,0,280,3075,0,295
104,高雄市鳳山二,國泰里,1200,0,629,1860,0,330,1926,0,299
104,高雄市鳳山二,新富里,1329,0,494,2248,0,245,2256,0,249
104,高雄市鳳山二,國光里,1052,0,472,1621,0,230,1707,0,242
104,高雄市鳳山二,國隆里,793,0,421,1228,0,212,1244,0,209
104,高雄市鳳山二,過埤里,3780,0,1966,6247,0,1078,6258,0,888
104,高雄市鳳山二,五福里,958,0,430,1621,0,222,1692,0,208
104,高雄市鳳山二,福誠里,1251,0,581,1965,0,270,2119,0,311
104,高雄市鳳山二,富甲里,641,0,693,1085,0,469,1079,0,224
104,高雄市鳳山二,南成里,2477,0,948,4261,0,492,4281,0,456
104,高雄市鳳山二,大德里,1372,0,502,2340,0,272,2393,0,230
104,高雄市鳳山二,國富里,773,0,383,1241,0,183,1353,0,200
104,高雄市鳳山二,武慶里,736,0,316,1251,0,144,1224,0,172
104,高雄市鳳山二,海洋里,1249,0,441,1981,0,212,2152,0,229
104,高雄市鳳山二,新武里,711,0,320,1209,0,157,1194,0,163
104,高雄市鳳山二,新樂里,1395,0,464,2351,0,226,2511,0,238
104,高雄市鳳山二,新泰里,1340,0,476,2228,0,218,2325,0,258
104,高雄市鳳山二,中崙里,744,0,441,1172,0,225,1188,0,216
104,高雄市鳳山二,中榮里,1371,0,698,2220,0,357,2215,0,341
104,高雄市鳳山二,中民里,1334,0,756,2092,0,349,2145,0,407
104,高雄市鳳山二,二甲里,1431,0,501,2495,0,261,2533,0,240
104,高雄市鳳山二,龍成里,887,0,410,1465,0,210,1445,0,200
104,高雄市鳳山二,富榮里,781,0,284,1348,0,149,1327,0,135
104,高雄市鳳山二,善美里,1681,0,768,2727,0,359,2741,0,409
104,高雄市鳳山二,南和里,854,0,342,1423,0,181,1518,0,161
104,高雄市鳳山二,福祥里,893,0,330,1516,0,170,1555,0,160
104,高雄市鳳山二,保安里,2078,0,680,3446,0,328,3641,0,352
104,高雄市林園區,東林里,888,0,351,1544,0,192,1605,0,159
104,高雄市林園區,林園里,995,0,455,1729,0,259,1868,0,196
104,高雄市林園區,溪州里,1150,0,371,2225,0,228,2164,0,143
104,高雄市林園區,潭頭里,800,0,232,1521,0,127,1456,0,105
104,高雄市林園區,中厝里,867,0,315,1698,0,178,1588,0,137
104,高雄市林園區,中門里,722,0,349,1256,0,186,1258,0,163
104,高雄市林園區,頂厝里,1330,0,641,2305,0,336,2239,0,305
104,高雄市林園區,港埔里,536,0,243,921,0,139,908,0,104
104,高雄市林園區,西溪里,990,0,404,1775,0,241,1797,0,163
104,高雄市林園區,港嘴里,493,0,182,857,0,105,912,0,77
104,高雄市林園區,北汕里,456,0,429,710,0,222,712,0,207
104,高雄市林園區,林內里,600,0,258,1107,0,135,1052,0,123
104,高雄市林園區,王公里,1192,0,350,2187,0,175,2173,0,175
104,高雄市林園區,林家里,379,0,178,680,0,112,609,0,66
104,高雄市林園區,龔厝里,547,0,231,947,0,137,953,0,94
104,高雄市林園區,鳳芸里,544,0,255,946,0,141,964,0,114
104,高雄市林園區,中芸里,538,0,242,984,0,138,936,0,104
104,高雄市林園區,東汕里,257,0,215,418,0,128,400,0,87
104,高雄市林園區,西汕里,217,0,206,338,0,116,332,0,90
104,高雄市林園區,仁愛里,909,0,312,1669,0,175,1679,0,137
104,高雄市林園區,文賢里,685,0,344,1209,0,176,1254,0,168
104,高雄市林園區,廣應里,1017,0,336,1909,0,177,1907,0,159
104,高雄市林園區,五福里,806,0,461,1344,0,252,1303,0,209
104,高雄市林園區,中汕里,686,0,595,1058,0,315,1040,0,280
104,高雄市大寮區,拷潭里,404,0,210,728,0,119,695,0,91
104,高雄市大寮區,內坑里,1631,1,1052,2841,14,623,2756,4,429
104,高雄市大寮區,大寮里,2008,0,796,3615,0,432,3485,0,364
104,高雄市大寮區,上寮里,676,0,285,1272,0,176,1202,0,109
104,高雄市大寮區,三隆里,1315,0,590,2377,0,344,2283,0,246
104,高雄市大寮區,琉球里,1227,0,463,2276,0,281,2229,0,182
104,高雄市大寮區,翁園里,1103,0,349,2071,0,223,1967,0,126
104,高雄市大寮區,前庄里,670,0,246,1227,0,130,1153,0,116
104,高雄市大寮區,中庄里,3149,0,1265,5641,0,652,5528,0,613
104,高雄市大寮區,後庄里,2243,1,963,3814,25,481,3903,12,482
104,高雄市大寮區,義仁里,517,0,349,905,0,216,790,0,133
104,高雄市大寮區,新厝里,469,0,248,849,0,156,797,0,92
104,高雄市大寮區,過溪里,729,0,359,1295,0,203,1225,0,156
104,高雄市大寮區,潮寮里,843,0,287,1655,0,180,1538,0,107
104,高雄市大寮區,會結里,448,0,245,815,0,151,747,0,94
104,高雄市大寮區,會社里,1729,0,1192,2970,0,714,2920,0,478
104,高雄市大寮區,山頂里,2250,0,916,3892,0,473,3862,0,443
104,高雄市大寮區,忠義里,158,0,142,236,0,81,248,0,61
104,高雄市大寮區,永芳里,2023,0,828,3540,0,446,3602,0,382
104,高雄市大寮區,義和里,623,0,287,1085,0,159,981,0,128
104,高雄市大寮區,溪寮里,406,0,168,827,0,121,766,0,47
104,高雄市大寮區,江山里,512,0,243,946,0,132,915,0,111
104,高雄市大寮區,昭明里,1045,0,590,1779,0,355,1640,0,235
104,高雄市大寮區,光武里,52,0,55,77,0,32,76,0,23
104,高雄市大寮區,中興里,1989,0,1011,3198,0,496,3230,0,515
104,高雄市大樹區,竹寮里,734,0,277,1471,0,158,1338,0,119
104,高雄市大樹區,九曲里,1463,0,540,2628,0,287,2655,0,253
104,高雄市大樹區,久堂里,1173,0,449,2120,0,249,2160,0,200
104,高雄市大樹區,水安里,646,0,207,1316,0,119,1224,0,88
104,高雄市大樹區,水寮里,619,0,174,1299,0,113,1236,0,61
104,高雄市大樹區,檨腳里,981,0,384,1943,0,212,1919,0,172
104,高雄市大樹區,興山里,284,0,84,660,0,49,586,0,35
104,高雄市大樹區,和山里,239,0,71,569,0,43,517,0,28
104,高雄市大樹區,姑山里,259,0,81,565,0,52,522,0,29
104,高雄市大樹區,大坑里,393,0,133,859,0,71,758,0,62
104,高雄市大樹區,井腳里,424,0,123,936,0,79,830,0,44
104,高雄市大樹區,小坪里,363,0,118,749,0,74,673,0,44
104,高雄市大樹區,龍目里,420,0,91,1000,0,63,882,0,28
104,高雄市大樹區,大樹里,691,0,209,1431,0,125,1283,0,84
104,高雄市大樹區,三和里,256,0,141,508,0,80,495,0,61
104,高雄市大樹區,溪埔里,458,0,148,925,0,95,820,0,53
104,高雄市大樹區,興田里,373,3,150,800,68,81,812,426,69
104,高雄市大樹區,統嶺里,169,1,74,331,7,46,308,78,28
104,高雄市大社區,嘉誠里,268,0,166,485,0,102,482,0,64
104,高雄市大社區,保社里,848,0,474,1449,0,256,1390,0,218
104,高雄市大社區,大社里,1424,0,764,2493,0,431,2450,0,333
104,高雄市大社區,翠屏里,485,0,218,893,0,112,861,0,106
104,高雄市大社區,三奶里,786,0,373,1389,0,207,1339,0,166
104,高雄市大社區,觀音里,1569,0,643,2829,0,373,2822,0,270
104,高雄市大社區,神農里,1413,0,657,2431,0,347,2483,0,310
104,高雄市大社區,中里里,967,0,357,1757,0,196,1707,0,161
104,高雄市大社區,保安里,918,0,405,1628,0,215,1621,0,190
104,高雄市仁武區,大灣里,1092,0,770,1827,0,413,1776,0,357
104,高雄市仁武區,灣內里,2089,0,1049,3601,0,559,3661,0,490
104,高雄市仁武區,考潭里,744,0,420,1336,0,232,1257,0,188
104,高雄市仁武區,烏林里,1028,0,310,2133,0,172,2122,0,138
104,高雄市仁武區,仁福里,205,0,137,404,0,86,417,0,51
104,高雄市仁武區,仁武里,1562,0,836,2766,0,512,2709,0,324
104,高雄市仁武區,文武里,2659,0,1052,4744,0,559,4668,0,493
104,高雄市仁武區,竹後里,647,0,396,1084,0,213,1034,0,183
104,高雄市仁武區,八卦里,4369,0,2498,7366,0,1339,7315,0,1159
104,高雄市仁武區,高楠里,488,0,279,836,0,144,787,0,135
104,高雄市仁武區,後安里,748,0,368,1325,0,217,1310,0,151
104,高雄市仁武區,中華里,466,0,355,809,0,173,699,0,182
104,高雄市仁武區,五和里,1240,0,606,2214,0,314,2063,0,292
104,高雄市仁武區,仁和里,1110,0,438,2037,0,214,1961,0,224
104,高雄市仁武區,赤山里,1612,0,683,2922,0,362,2819,0,321
104,高雄市仁武區,仁慈里,615,0,312,1034,0,172,1069,0,140
104,高雄市鳥松區,鳥松里,2802,1,2301,4537,0,1181,4492,9,1120
104,高雄市鳥松區,夢裡里,1284,0,967,2047,0,487,2104,0,480
104,高雄市鳥松區,大華里,2815,1,1527,4649,2,762,4674,0,765
104,高雄市鳥松區,坔埔里,984,1,474,1854,0,289,1683,18,185
104,高雄市鳥松區,仁美里,1805,0,917,3325,0,527,3118,0,390
104,高雄市鳥松區,大竹里,188,1,102,344,0,58,319,2,44
104,高雄市鳥松區,華美里,1147,0,429,2056,0,235,2015,0,194
104,高雄市岡山區,平安里,362,0,174,618,0,84,652,0,90
104,高雄市岡山區,岡山里,1252,0,733,2202,0,405,2216,0,328
104,高雄市岡山區,壽天里,1063,0,439,1792,0,207,1923,0,232
104,高雄市岡山區,維仁里,302,0,167,537,0,85,532,0,82
104,高雄市岡山區,後紅里,1259,0,554,2104,0,243,2208,0,311
104,高雄市岡山區,大遼里,366,0,138,723,0,83,676,0,55
104,高雄市岡山區,忠孝里,850,0,509,1331,0,233,1436,0,276
104,高雄市岡山區,和平里,93,0,30,170,0,18,162,0,12
104,高雄市岡山區,前峰里,890,0,320,1529,0,149,1653,0,171
104,高雄市岡山區,劉厝里,423,0,177,763,0,96,705,0,81
104,高雄市岡山區,協和里,1061,0,288,1942,0,140,2014,0,148
104,高雄市岡山區,後協里,1664,0,623,2870,0,303,2918,0,320
104,高雄市岡山區,信義里,582,0,231,956,0,113,973,0,118
104,高雄市岡山區,潭底里,217,0,122,417,0,78,348,0,44
104,高雄市岡山區,三和里,219,0,140,429,0,92,453,0,48
104,高雄市岡山區,仁壽里,1023,0,456,1738,0,220,1813,0,236
104,高雄市岡山區,碧紅里,1127,0,474,1993,0,261,1990,0,213
104,高雄市岡山區,程香里,1249,0,408,2193,0,219,2202,0,189
104,高雄市岡山區,竹圍里,2186,0,550,3841,0,279,4002,0,271
104,高雄市岡山區,台上里,1745,0,494,3125,0,239,3290,0,255
104,高雄市岡山區,灣裡里,538,0,146,1041,0,78,1047,0,68
104,高雄市岡山區,白米里,558,0,203,968,0,113,982,0,90
104,高雄市岡山區,石潭里,546,0,201,1008,0,104,1010,0,97
104,高雄市岡山區,福興里,307,0,118,572,0,64,531,0,54
104,高雄市岡山區,本洲里,526,0,258,917,0,163,946,0,95
104,高雄市岡山區,嘉興里,1004,0,435,1830,0,245,1808,0,190
104,高雄市岡山區,嘉峰里,488,0,181,979,0,99,915,0,82
104,高雄市岡山區,華崗里,444,0,204,835,0,113,768,0,91
104,高雄市岡山區,大莊里,286,0,135,533,0,76,499,0,59
104,高雄市岡山區,協榮里,657,0,266,1102,0,132,1131,0,134
104,高雄市岡山區,為隨里,187,0,81,371,0,54,350,0,27
104,高雄市岡山區,壽峰里,729,0,240,1263,0,106,1321,0,134
104,高雄市岡山區,仁義里,582,0,374,867,0,182,925,0,192
104,高雄市橋頭區,橋頭里,633,0,350,1077,0,186,1123,0,164
104,高雄市橋頭區,橋南里,329,0,193,574,0,87,532,0,106
104,高雄市橋頭區,仕隆里,687,0,282,1251,0,159,1222,0,123
104,高雄市橋頭區,仕豐里,731,0,299,1244,0,162,1227,0,137
104,高雄市橋頭區,芋寮里,353,0,116,684,0,66,617,0,50
104,高雄市橋頭區,東林里,675,0,219,1260,0,114,1291,0,105
104,高雄市橋頭區,西林里,417,0,159,791,0,85,747,0,74
104,高雄市橋頭區,白樹里,943,0,425,1647,0,221,1702,0,204
104,高雄市橋頭區,筆秀里,433,0,156,859,0,98,801,0,58
104,高雄市橋頭區,新莊里,582,0,296,996,0,152,997,0,144
104,高雄市橋頭區,甲北里,577,0,231,1062,0,140,984,0,91
104,高雄市橋頭區,甲南里,724,0,254,1307,0,146,1213,0,108
104,高雄市橋頭區,頂鹽里,366,0,211,630,0,120,642,0,91
104,高雄市橋頭區,中崎里,185,0,90,367,0,61,333,0,29
104,高雄市橋頭區,仕和里,1124,0,344,1979,0,167,2015,0,177
104,高雄市橋頭區,德松里,401,0,172,745,0,99,684,0,73
104,高雄市橋頭區,三德里,229,0,82,423,0,43,412,0,39
104,高雄市燕巢區,尖山里,298,0,147,563,0,93,559,0,54
104,高雄市燕巢區,瓊林里,595,0,228,1126,0,133,1076,0,95
104,高雄市燕巢區,安招里,885,19,333,1684,367,212,1592,2,121
104,高雄市燕巢區,角宿里,746,0,331,1379,0,196,1320,0,135
104,高雄市燕巢區,鳳雄里,679,0,300,1282,0,183,1176,0,117
104,高雄市燕巢區,金山里,121,0,80,262,0,51,211,0,29
104,高雄市燕巢區,東燕里,650,0,197,1331,0,109,1273,0,88
104,高雄市燕巢區,南燕里,1028,0,569,1896,0,368,1882,0,201
104,高雄市燕巢區,西燕里,947,0,385,1804,0,200,1722,0,185
104,高雄市燕巢區,橫山里,482,0,353,949,0,275,830,0,78
104,高雄市燕巢區,深水里,686,2,334,1231,72,190,1239,39,144
104,高雄市田寮區,鹿埔里,99,0,67,182,0,43,150,0,24
104,高雄市田寮區,南安里,297,0,256,521,0,169,435,0,87
104,高雄市田寮區,大同里,98,0,99,163,0,69,149,0,30
104,高雄市田寮區,田寮里,91,0,108,143,0,62,136,0,46
104,高雄市田寮區,七星里,138,0,277,205,0,169,174,0,108
104,高雄市田寮區,崇德里,261,0,128,507,0,78,442,0,50
104,高雄市田寮區,西德里,214,0,177,392,0,105,345,0,72
104,高雄市田寮區,三和里,106,0,101,176,0,78,152,0,23
104,高雄市田寮區,古亭里,150,0,130,253,0,89,206,0,41
104,高雄市田寮區,新興里,344,0,219,609,0,138,571,0,81
104,高雄市阿蓮區,石安里,363,0,148,681,0,83,682,0,65
104,高雄市阿蓮區,中路里,559,0,177,1123,0,103,1116,0,74
104,高雄市阿蓮區,峯山里,342,0,150,666,0,91,632,0,59
104,高雄市阿蓮區,港後里,576,1,197,1165,1,107,1130,11,90
104,高雄市阿蓮區,崗山里,205,3,85,395,13,35,383,24,50
104,高雄市阿蓮區,阿蓮里,1439,1,434,2718,3,220,2788,0,214
104,高雄市阿蓮區,清蓮里,779,0,240,1506,0,121,1504,0,119
104,高雄市阿蓮區,和蓮里,657,0,205,1308,0,112,1289,0,93
104,高雄市阿蓮區,青旗里,417,0,174,802,0,99,823,0,75
104,高雄市阿蓮區,復安里,452,1,161,886,0,83,864,40,78
104,高雄市阿蓮區,玉庫里,285,0,154,576,0,99,508,0,55
104,高雄市阿蓮區,南蓮里,845,0,311,1612,0,169,1634,0,142
104,高雄市路竹區,竹滬里,912,0,274,1796,0,155,1798,0,119
104,高雄市路竹區,頂寮里,328,0,131,672,0,86,652,0,45
104,高雄市路竹區,新達里,337,0,131,688,0,83,651,0,48
104,高雄市路竹區,後鄉里,315,0,78,636,0,48,628,0,30
104,高雄市路竹區,北嶺里,377,0,106,717,0,63,716,0,43
104,高雄市路竹區,社西里,669,0,284,1189,0,154,1188,0,130
104,高雄市路竹區,甲北里,576,0,158,1178,0,102,1160,0,56
104,高雄市路竹區,甲南里,886,1,241,1842,0,152,1747,5,89
104,高雄市路竹區,下坑里,726,0,181,1546,0,116,1390,0,65
104,高雄市路竹區,竹園里,497,0,142,1035,0,96,916,0,46
104,高雄市路竹區,竹東里,1074,0,349,2029,0,187,2029,0,162
104,高雄市路竹區,竹西里,679,0,202,1361,0,107,1291,0,95
104,高雄市路竹區,文北里,923,0,240,1867,0,131,1836,0,109
104,高雄市路竹區,文南里,726,0,185,1432,0,100,1450,0,85
104,高雄市路竹區,三爺里,241,0,97,467,0,47,483,0,50
104,高雄市路竹區,鴨寮里,579,0,178,1116,0,102,1077,0,76
104,高雄市路竹區,社東里,473,0,215,898,0,134,874,0,81
104,高雄市路竹區,社中里,242,0,118,458,0,74,429,0,44
104,高雄市路竹區,竹南里,850,0,357,1507,0,197,1620,0,160
104,高雄市路竹區,社南里,1269,0,471,2267,0,251,2254,0,220
104,高雄市湖內區,海山里,311,0,126,590,0,79,565,0,47
104,高雄市湖內區,劉家里,292,0,128,557,0,81,497,0,47
104,高雄市湖內區,太爺里,230,0,120,425,0,71,386,0,49
104,高雄市湖內區,公舘里,632,0,264,1160,0,162,1150,0,102
104,高雄市湖內區,葉厝里,714,0,285,1342,0,164,1324,0,121
104,高雄市湖內區,大湖里,1076,0,434,1908,0,219,1861,0,215
104,高雄市湖內區,田尾里,292,0,122,520,0,71,537,0,51
104,高雄市湖內區,湖內里,1060,0,427,1930,0,239,1888,0,188
104,高雄市湖內區,海埔里,505,0,186,964,0,118,986,0,68
104,高雄市湖內區,文賢里,331,0,139,604,0,84,608,0,55
104,高雄市湖內區,中賢里,613,0,287,1108,0,163,1097,0,124
104,高雄市湖內區,逸賢里,319,0,170,591,0,95,532,0,75
104,高雄市湖內區,忠興里,196,0,103,360,0,70,344,0,33
104,高雄市湖內區,湖東里,766,0,443,1248,0,206,1299,0,237
104,高雄市茄萣區,福德里,261,0,124,488,0,75,503,0,49
104,高雄市茄萣區,萬福里,260,0,133,484,0,81,455,0,52
104,高雄市茄萣區,白雲里,475,0,248,870,0,142,858,0,106
104,高雄市茄萣區,嘉賜里,1064,0,363,2062,0,201,1983,0,162
104,高雄市茄萣區,嘉安里,488,0,148,948,0,83,921,0,65
104,高雄市茄萣區,嘉定里,306,0,198,603,0,115,549,0,83
104,高雄市茄萣區,保定里,857,0,265,1613,0,155,1533,0,110
104,高雄市茄萣區,光定里,286,0,108,533,0,67,507,0,41
104,高雄市茄萣區,大定里,310,0,144,618,0,89,533,0,55
104,高雄市茄萣區,吉定里,321,0,149,601,0,90,600,0,59
104,高雄市茄萣區,嘉樂里,546,0,133,1083,0,70,1063,0,63
104,高雄市茄萣區,嘉泰里,332,0,129,611,0,66,609,0,63
104,高雄市茄萣區,嘉福里,285,0,134,536,0,91,500,0,43
104,高雄市茄萣區,和協里,332,0,128,615,0,75,602,0,53
104,高雄市茄萣區,崎漏里,1283,0,663,2337,0,389,2266,0,274
104,高雄市永安區,永安里,440,0,330,714,0,195,743,0,135
104,高雄市永安區,永華里,544,0,368,886,0,209,915,0,159
104,高雄市永安區,新港里,683,0,443,1134,0,230,1181,0,213
104,高雄市永安區,鹽田里,99,0,106,165,0,67,169,0,39
104,高雄市永安區,保寧里,759,0,441,1245,0,266,1297,0,175
104,高雄市永安區,維新里,973,0,557,1676,0,310,1782,0,247
104,高雄市彌陀區,光和里,362,0,152,674,0,85,683,0,67
104,高雄市彌陀區,彌靖里,531,0,212,972,0,104,992,0,108
104,高雄市彌陀區,彌仁里,166,0,84,301,0,44,277,0,40
104,高雄市彌陀區,彌壽里,204,0,79,398,0,38,395,0,41
104,高雄市彌陀區,彌陀里,506,0,179,963,0,99,949,0,80
104,高雄市彌陀區,舊港里,473,0,231,892,0,146,791,0,85
104,高雄市彌陀區,文安里,517,0,272,915,0,165,864,0,107
104,高雄市彌陀區,鹽埕里,577,0,263,1144,0,175,1041,0,88
104,高雄市彌陀區,過港里,269,0,124,480,0,70,481,0,54
104,高雄市彌陀區,海尾里,238,0,109,462,0,75,442,0,34
104,高雄市彌陀區,漯底里,319,0,117,618,0,63,618,0,54
104,高雄市彌陀區,南寮里,572,0,198,1148,0,123,1135,0,75
104,高雄市梓官區,梓信里,610,0,274,1174,0,142,1093,0,132
104,高雄市梓官區,梓義里,564,0,318,1032,0,177,1017,0,141
104,高雄市梓官區,梓和里,680,0,235,1258,0,126,1301,0,109
104,高雄市梓官區,梓平里,409,0,146,782,0,86,797,0,60
104,高雄市梓官區,中崙里,341,0,138,625,0,77,614,0,61
104,高雄市梓官區,赤崁里,518,0,234,1005,0,140,918,0,94
104,高雄市梓官區,禮蚵里,601,0,221,1138,0,133,1119,0,88
104,高雄市梓官區,智蚵里,808,0,282,1544,0,165,1457,0,117
104,高雄市梓官區,信蚵里,636,0,293,1251,0,166,1173,0,127
104,高雄市梓官區,同安里,280,0,131,543,0,72,510,0,59
104,高雄市梓官區,大舍里,1057,0,401,2038,0,228,1888,0,173
104,高雄市梓官區,赤東里,634,0,247,1179,0,157,1165,0,90
104,高雄市梓官區,赤西里,233,0,110,450,0,62,381,0,48
104,高雄市梓官區,茄苳里,675,0,230,1262,0,136,1172,0,94
104,高雄市梓官區,典寶里,830,0,431,1456,0,225,1396,0,206
104,高雄市旗山區,太平里,672,0,293,1203,0,148,1212,0,145
104,高雄市旗山區,大德里,719,0,338,1248,0,147,1290,0,191
104,高雄市旗山區,湄洲里,492,0,327,833,0,179,858,0,148
104,高雄市旗山區,圓富里,502,1,211,958,1,115,914,0,96
104,高雄市旗山區,中正里,417,0,179,869,0,99,738,0,80
104,高雄市旗山區,大林里,369,0,194,765,0,114,653,0,80
104,高雄市旗山區,上洲里,291,0,144,506,0,87,478,0,57
104,高雄市旗山區,新光里,224,0,131,420,0,95,380,0,36
104,高雄市旗山區,南勝里,596,0,308,1149,0,189,1062,0,119
104,高雄市旗山區,中寮里,48,0,39,90,0,18,64,0,21
104,高雄市旗山區,東平里,583,0,289,1029,0,161,969,0,128
104,高雄市旗山區,東昌里,299,0,160,510,0,95,526,0,65
104,高雄市旗山區,竹峰里,477,0,262,791,0,165,819,0,97
104,高雄市旗山區,瑞吉里,588,0,265,1063,0,137,1090,0,128
104,高雄市旗山區,永和里,1031,0,377,1884,0,204,1878,0,173
104,高雄市旗山區,三協里,615,0,315,1133,0,187,1055,0,128
104,高雄市旗山區,鯤洲里,221,0,115,417,0,77,352,0,38
104,高雄市旗山區,大山里,351,0,180,657,0,117,589,0,63
104,高雄市旗山區,中洲里,253,0,135,440,0,85,396,0,50
104,高雄市旗山區,南洲里,369,0,196,675,0,112,614,0,84
104,高雄市旗山區,廣福里,180,0,106,336,0,68,292,0,38
104,高雄市美濃區,福安里,713,0,364,1346,0,211,1267,0,153
104,高雄市美濃區,合和里,664,0,381,1213,0,213,1139,0,168
104,高雄市美濃區,祿興里,732,0,287,1377,0,164,1292,0,123
104,高雄市美濃區,中壇里,569,0,225,1134,0,142,1067,0,83
104,高雄市美濃區,德興里,427,0,153,836,0,96,797,0,57
104,高雄市美濃區,龍山里,599,0,278,1142,0,158,1035,0,120
104,高雄市美濃區,獅山里,690,0,288,1334,0,172,1269,0,116
104,高雄市美濃區,龍肚里,432,0,255,794,0,142,669,0,113
104,高雄市美濃區,廣德里,381,0,171,754,0,95,663,0,76
104,高雄市美濃區,興隆里,339,0,183,631,0,114,551,0,69
104,高雄市美濃區,中圳里,587,0,283,1038,0,155,1060,0,128
104,高雄市美濃區,東門里,358,0,205,649,0,122,597,0,83
104,高雄市美濃區,泰安里,439,0,238,795,0,130,741,0,108
104,高雄市美濃區,瀰濃里,656,0,384,1146,0,198,1068,0,186
104,高雄市美濃區,清水里,493,0,187,976,0,109,926,0,78
104,高雄市美濃區,吉洋里,526,0,210,1047,0,128,940,0,82
104,高雄市美濃區,吉和里,391,0,147,784,0,87,689,0,60
104,高雄市美濃區,吉東里,485,0,186,955,0,112,933,0,74
104,高雄市美濃區,廣林里,428,0,218,790,0,121,723,0,97
104,高雄市六龜區,新威里,210,0,148,397,0,89,298,0,59
104,高雄市六龜區,新興里,189,0,122,354,0,70,312,0,52
104,高雄市六龜區,新寮里,167,0,131,309,0,76,277,0,55
104,高雄市六龜區,新發里,268,0,261,480,0,153,408,0,108
104,高雄市六龜區,荖濃里,401,0,258,744,0,154,665,0,104
104,高雄市六龜區,六龜里,274,0,212,488,0,123,432,0,89
104,高雄市六龜區,義寶里,315,0,195,534,0,110,504,0,85
104,高雄市六龜區,興龍里,226,1,162,412,29,101,373,27,61
104,高雄市六龜區,中興里,425,0,289,735,0,176,682,0,113
104,高雄市六龜區,寶來里,230,0,251,401,0,143,433,0,108
104,高雄市六龜區,文武里,430,0,308,792,0,194,693,0,114
104,高雄市六龜區,大津里,88,0,78,148,0,49,125,0,29
104,高雄市甲仙區,東安里,127,0,98,229,0,52,219,0,46
104,高雄市甲仙區,西安里,259,0,147,462,0,65,452,0,82
104,高雄市甲仙區,和安里,186,0,136,310,0,78,313,0,58
104,高雄市甲仙區,大田里,435,0,221,877,0,124,761,0,97
104,高雄市甲仙區,寶隆里,178,0,73,389,0,42,309,0,31
104,高雄市甲仙區,關山里,163,0,98,327,0,59,260,0,39
104,高雄市甲仙區,小林里,139,0,102,262,0,65,246,0,37
104,高雄市杉林區,杉林里,192,0,114,343,0,74,290,0,40
104,高雄市杉林區,木梓里,199,0,119,369,0,75,290,0,44
104,高雄市杉林區,集來里,353,0,270,684,0,179,557,0,91
104,高雄市杉林區,新庄里,444,0,278,789,0,166,693,0,112
104,高雄市杉林區,上平里,443,0,308,825,0,179,729,0,129
